Gen	 Best	 B_std_dev	 Mean	 M_std_dev	 Worst	 W_std_dev	 Repeated	 R_std_dev	 Lower	 L_std_dev	 Higher	 H_std_dev
57	 0,0000	 0,0000	 6792504638011858000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 37204080121773685000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 679250463801185700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3720408012177367500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 74,7000%	 19,3874%	 89,3667%	 8,5962%	 10,6333%	 8,5962%
58	 0,0000	 0,0000	 6329149473299988000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 34666179363468085000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 632914947329998700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3466617936346807400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 72,9333%	 19,2478%	 88,9667%	 8,5520%	 11,0333%	 8,5520%
59	 0,0000	 0,0000	 10187097771008114000000000000000000000000000000000000000000,0000	 55797032446917410000000000000000000000000000000000000000000,0000	 1018709777100811400000000000000000000000000000000000000000000,0000	 5579703244691741000000000000000000000000000000000000000000000,0000	 75,2000%	 19,2271%	 90,1000%	 9,9042%	 9,9000%	 9,9042%
60	 0,0000	 0,0000	 3231369634664660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 17698940405430624000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 323136963466466000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1769894040543061500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 74,5000%	 18,5579%	 88,4000%	 9,6082%	 11,6000%	 9,6082%
61	 0,0000	 0,0000	 183518907627072200000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1005174454360543300000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 18351890762707220000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 100517445436054300000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 76,6000%	 17,2059%	 88,4000%	 8,1689%	 11,6000%	 8,1689%
62	 0,0000	 0,0000	 63966040022631850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 350356430346737300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 6396604002263185000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 35035643034673730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 76,1000%	 18,3422%	 87,4333%	 9,4347%	 12,5667%	 9,4347%
63	 0,0000	 0,0000	 383453194165459400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2100259641918304300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 38345319416545944000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 210025964191830660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 76,2667%	 17,6223%	 89,3667%	 9,1933%	 10,6333%	 9,1933%
64	 0,0000	 0,0000	 1962744328229261500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 10750393431864904000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 196274432822926120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1075039343186490200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 75,9000%	 17,5290%	 92,2667%	 8,3992%	 7,7333%	 8,3992%
65	 0,0000	 0,0000	 68595473941515940000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 375712884205260800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 6859547394151593000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 37571288420526085000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 77,3000%	 18,1719%	 91,2333%	 8,2030%	 8,7667%	 8,2030%
66	 0,0000	 0,0000	 333951286855549170000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1829126528743102800000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 33395128685554912000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 182912652874310300000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 77,1333%	 16,6852%	 87,2333%	 8,2783%	 12,7667%	 8,2783%
67	 0,0000	 0,0000	 280938981441122660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1537205243275012100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 28093898144112270000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 153720524327501160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 76,9000%	 17,6740%	 89,0667%	 9,3327%	 10,9333%	 9,3327%
68	 0,0000	 0,0000	 3051741632413140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 16715077317503156000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 305174163241313960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1671507731750315300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 75,3000%	 18,1434%	 88,3000%	 10,1647%	 11,7000%	 10,1647%
69	 0,0000	 0,0000	 386072970926685600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2114608750195818400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 38607297092668560000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 211460875019581960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 75,7333%	 18,2661%	 88,9667%	 9,0229%	 11,0333%	 9,0229%
70	 0,0000	 0,0000	 14959874464962444000000000000000000000000000000000000,0000	 81938606982863570000000000000000000000000000000000000,0000	 1495987446176879400000000000000000000000000000000000000,0000	 8193860698346674000000000000000000000000000000000000000,0000	 75,5000%	 17,7079%	 91,7667%	 8,7047%	 8,2333%	 8,7047%
71	 0,0000	 0,0000	 83561484238769740000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 457685098561866100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 8356148423876974000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 45768509856186605000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 75,5667%	 20,0012%	 91,0667%	 8,1153%	 8,9333%	 8,1153%
72	 0,0000	 0,0000	 118551453893883490000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 647443436082538800000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 11855145389388350000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 64744343608253925000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 76,1333%	 19,0837%	 89,0333%	 9,1970%	 10,9667%	 9,1970%
73	 0,0000	 0,0000	 1257265556281320200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 6886327059495603000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 125726555628132020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 688632705949560100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 76,3333%	 18,2423%	 88,6000%	 8,9735%	 11,4000%	 8,9735%
74	 0,0000	 0,0000	 227253397594568200000000000000000000000000000000000000000000000000000000000000,0000	 1128948701639244000000000000000000000000000000000000000000000000000000000000000,0000	 22725339759456820000000000000000000000000000000000000000000000000000000000000000,0000	 112894870163924410000000000000000000000000000000000000000000000000000000000000000,0000	 78,3333%	 17,6016%	 88,1333%	 7,9556%	 11,8667%	 7,9556%
75	 0,0000	 0,0000	 32165409745537610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 176177204890274570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3216540974553761000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 17617720489027473000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 78,2667%	 18,1449%	 92,7333%	 7,4275%	 7,2667%	 7,4275%
76	 0,0000	 0,0000	 26071393220421200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 107533744808753220000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2607139322042120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 10753374480875319000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 78,2000%	 17,4482%	 91,7333%	 8,5860%	 8,2667%	 8,5860%
77	 0,0000	 0,0000	 32127125966646960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 175967515997425000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3212712596664696000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 17596751599742510000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 78,0333%	 17,5528%	 88,9000%	 8,5837%	 11,1000%	 8,5837%
78	 0,0000	 0,0000	 1614385859023303800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 8842343449063660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 161438585902330370000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 884234344906366000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 77,2667%	 17,6985%	 88,4333%	 8,4636%	 11,5667%	 8,4636%
79	 0,0000	 0,0000	 148669147309392860000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 814294455864129300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 14866914730939284000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 81429445586412920000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 77,4333%	 20,1677%	 90,6667%	 8,6676%	 9,3333%	 8,6676%
80	 0,0000	 0,0000	 5474234502335831000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 29983617184769525000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 547423450233583200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2998361718476954000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 77,9667%	 18,2104%	 90,1667%	 8,6027%	 9,8333%	 8,6027%
81	 0,0000	 0,0000	 78248029413437560000000000000000000000000000000000000000000000000000000000,0000	 428582107900269700000000000000000000000000000000000000000000000000000000000,0000	 7824802941343756000000000000000000000000000000000000000000000000000000000000,0000	 42858210790026990000000000000000000000000000000000000000000000000000000000000,0000	 79,0667%	 17,3283%	 90,4000%	 8,5323%	 9,6000%	 8,5323%
82	 0,0000	 0,0000	 17697058914165768000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 96930783687864740000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1769705891416576600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 9693078368786466000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 77,2667%	 18,8806%	 88,5333%	 8,7088%	 11,4667%	 8,7088%
83	 0,0000	 0,0000	 1486705613895018700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 8143022010728701000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 148670561389501850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 814302201072869600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 78,3000%	 18,5159%	 88,6333%	 8,1303%	 11,3667%	 8,1303%
84	 0,0000	 0,0000	 674452832922193700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3694130305647485600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 67445283292219360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 369413030564748600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 78,7667%	 17,6746%	 88,3667%	 8,9654%	 11,6333%	 8,9654%
85	 0,0000	 0,0000	 6723800082908587000000000000000000000000000000000000000000000000000000000000000,0000	 36827769775641350000000000000000000000000000000000000000000000000000000000000000,0000	 672380008290858600000000000000000000000000000000000000000000000000000000000000000,0000	 3682776977564135000000000000000000000000000000000000000000000000000000000000000000,0000	 79,1333%	 18,5802%	 87,2333%	 9,8635%	 12,7667%	 9,8635%
86	 0,0000	 0,0000	 485410464737718100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 2658702611856385000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 48541046473771815000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 265870261185638750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 81,0000%	 16,3686%	 88,5333%	 8,8307%	 11,4667%	 8,8307%
87	 0,0000	 0,0000	 2852587884016706000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 15624267313418816000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 285258788401670570000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1562426731341881000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 79,4333%	 17,8087%	 87,8333%	 9,2180%	 12,1667%	 9,2180%
88	 0,0000	 0,0000	 17412548225681738000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 95372454468524490000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1741254822568173600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 9537245446852446000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 79,9000%	 16,6761%	 90,2333%	 8,1184%	 9,7667%	 8,1184%
89	 0,0000	 0,0000	 40950284586319270000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 224293946041808850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 4095028458631927300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 22429394604180876000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 78,7667%	 17,7971%	 87,6333%	 9,1142%	 12,3667%	 9,1142%
90	 0,0000	 0,0000	 333951288002833800000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1829126528526417000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 33395128800283382000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 182912652852641770000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 78,2667%	 18,3527%	 89,0333%	 8,8219%	 10,9667%	 8,8219%
91	 0,0000	 0,0000	 2281791229352386000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 12497885278337464000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 228179122935238600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1249788527833745500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 78,1667%	 17,7591%	 90,5333%	 9,5040%	 9,4667%	 9,5040%
92	 0,0000	 0,0000	 30455807686624906000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 166813328770036800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 3045580768662490700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 16681332877003694000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 78,0000%	 18,1962%	 88,9333%	 8,6938%	 11,0667%	 8,6938%
93	 0,0000	 0,0000	 71481893389197320000000000000000000000000000000000000000000000,0000	 391522454569563540000000000000000000000000000000000000000000000,0000	 7148189338919732000000000000000000000000000000000000000000000000,0000	 39152245456956344000000000000000000000000000000000000000000000000,0000	 79,7333%	 18,3678%	 91,2000%	 8,3228%	 8,8000%	 8,3228%
94	 0,0000	 0,0000	 297502437353547260000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1629487958512312600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 29750243735354724000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 162948795851231260000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 77,6667%	 18,4827%	 88,7333%	 7,1048%	 11,2667%	 7,1048%
95	 0,0000	 0,0000	 71481893379514380000000000000000000000000000000000000000000000,0000	 391522454571392160000000000000000000000000000000000000000000000,0000	 7148189337951438000000000000000000000000000000000000000000000000,0000	 39152245457139224000000000000000000000000000000000000000000000000,0000	 79,1333%	 17,9131%	 89,8667%	 9,8357%	 10,1333%	 9,8357%
96	 0,0000	 0,0000	 1449539865824826400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 6752788886071888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 144953986582482650000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 675278888607188900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 77,7000%	 18,2892%	 88,3667%	 9,7255%	 11,6333%	 9,7255%
97	 0,0000	 0,0000	 3532568625001786500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 19348675218484867000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 353256862500178650000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 1934867521848486700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 78,9667%	 16,8062%	 91,1000%	 8,4460%	 8,9000%	 8,4460%
98	 0,0000	 0,0000	 5307641176644247000000000000000000000000000000000000000000000000000000000000000000,0000	 29071147995913170000000000000000000000000000000000000000000000000000000000000000000,0000	 530764117664424700000000000000000000000000000000000000000000000000000000000000000000,0000	 2907114799591315000000000000000000000000000000000000000000000000000000000000000000000,0000	 77,7000%	 17,2230%	 90,2333%	 8,7914%	 9,7667%	 8,7914%
99	 0,0000	 0,0000	 1006262644973507600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 5511527494268023000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 100626264497350760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 551152749426802400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000	 78,0667%	 18,0018%	 90,3667%	 8,2482%	 9,6333%	 8,2482%
